feature_1,feature_2,feature_3,feature_4,feature_5,transaction_id,user_id,transaction_amount,transaction_time,location,merchant_id,label
-0.038769050918666614,-0.6492390080230142,-0.2247456205149846,-1.3462749832381498,0.1268793967486328,TX100000,90e78a02-a361-49fa-a062-68fea3a46031,5.8,2025-01-22 04:32:28,East Eddie,cc555ce6-ee06-40e7-b7ae-b25845b4dc0b,0
1.0052841970939037,-1.3732388152011412,1.157346311723567,0.12649323990899375,1.4227991502650217,TX100001,0f3c6246-a8f6-462d-931e-028b2db60849,23.78,2025-01-07 11:05:23,East Kathleenborough,1a4a1faa-2208-40c7-bb40-b358532dd464,0
-0.7424547815870448,-0.5732572418181131,1.6884421557461313,-2.588236607468902,0.7625617821222722,TX100002,c905fbc7-f6d0-44d8-90fe-38d3cd9fbe4e,11.81,2025-01-26 05:32:41,Lozanoville,2eaa8e2e-91ac-4e2f-a4b8-deca0b36de03,0
2.4409383601079777,-2.556424750043644,-0.930664217960387,0.11151390236901726,-1.133169634056446,TX100003,761aba91-acad-4311-acc9-7b75988d64ae,8.31,2025-01-02 10:24:17,New James,06a3513b-7b2d-46ca-9aa3-d647535fadcc,0
-0.9417584963132791,0.36791336895207083,-0.5493598549354416,-2.0299186217867327,-1.503956716769212,TX100004,84d583ad-f77f-41d1-8926-1fa737f32c25,30.99,2025-01-16 05:20:13,West Megan,a5b44456-bcdd-4310-977e-03c9516665c1,0
1.2486105574331314,-1.5990824317543084,-1.5534277984667928,-1.0627796137886645,-1.9731744856680598,TX100005,0ab90ddc-c7a9-43ca-a967-b35df65a287a,24.0,2025-01-06 03:10:02,Johnport,eca3a409-122b-4055-a1cf-92562fa019ae,0
0.04729120868657367,-0.9930355531053694,0.2349778748162469,-1.3308069575192696,1.44660438332594,TX100006,2e45d1a5-ceec-4e25-afd1-e969d77dea35,5.67,2025-01-20 18:26:26,Heathermouth,2cc3c356-ad6e-45fc-97ef-e6e2ae27f9dc,0
0.3012606834761887,-0.7305421513857951,-0.4873894162901053,-1.08208681351158,-0.8228400772783984,TX100007,9c6a85d5-bf9b-4ee9-abf0-affc86bb9614,15.93,2025-01-04 20:53:45,New Holly,6e4aaa6d-2fb2-40a7-89ca-4bd22a705bb6,0
0.1744493881869599,-0.603257203708012,0.16984469724903012,-1.573708584832589,-2.0022152385129175,TX100008,148dcb5c-c964-406c-8fc6-9c05fcd26028,7.55,2025-02-05 19:14:08,West Crystal,c57cdea7-b4a6-43bf-925d-db38d5f83d6b,0
1.7565315688212126,-1.9960371460381552,1.0544121122194114,0.029168284899363517,-0.12890180227655035,TX100009,7f761a43-8909-4040-9ac4-652e7bbdba83,265.61,2025-02-09 17:05:26,South Amy,1b895248-ffe2-4405-8c63-3eba17661bc6,0
